plm,dataset,feature_set,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,pr_auc_chance
ProtTrans,full,presentation_only,0.30166883229199026,0.015346612602567512,0.5667386663706134,0.013828907082234144,0.25067980965329706
ProtTrans,full,diff_eos,0.2831863835280302,0.027908713506836394,0.5381267050507834,0.034583249305382036,0.25067980965329706
ProtTrans,full,diff_eos_pres,0.2945764082645701,0.027455867767040596,0.5586856005891228,0.03274143163244047,0.25067980965329706
ProtTrans,full,diff_mutpos,0.2846872225189657,0.018222840550457267,0.5377107674248767,0.018023004990892395,0.25067980965329706
ProtTrans,full,diff_mutpos_pres,0.29656324697883524,0.012049351910991244,0.5624674415243751,0.016186708571601306,0.25067980965329706
ProtTrans,full,diff_mean,0.2924592917929002,0.015216082673835018,0.5464290890658968,0.0166221388914029,0.25067980965329706
ProtTrans,full,diff_mean_pres,0.30509714788447423,0.016939689191502745,0.5652896116619568,0.01464920718697602,0.25067980965329706
