plm,dataset,feature_set,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std,pr_auc_chance
ESM2,full,presentation_only,0.30167569666352273,0.015354459043577578,0.5667632857226212,0.013849806612977316,0.25067980965329706
ESM2,full,diff_bos,0.2880998834197347,0.020265973009929716,0.5545951248075578,0.017761518917541932,0.25067980965329706
ESM2,full,diff_bos_pres,0.3007132328288155,0.02178478954413309,0.570086082491724,0.013621177932852844,0.25067980965329706
ESM2,full,diff_eos,0.29084110410810293,0.014918285087084922,0.550129189752735,0.01563507172654219,0.25067980965329706
ESM2,full,diff_eos_pres,0.2988124452688132,0.018574439556177748,0.5620092818301798,0.013202553539384322,0.25067980965329706
ESM2,full,diff_mutpos,0.2947129518107915,0.016426393850135577,0.564131672062685,0.01015965657811984,0.25067980965329706
ESM2,full,diff_mutpos_pres,0.30896730506617087,0.01864899811126975,0.5873270119169207,0.011545320706740582,0.25067980965329706
ESM2,full,diff_mean,0.2956600904932447,0.011935971976767563,0.5577543831843799,0.014183738404039773,0.25067980965329706
ESM2,full,diff_mean_pres,0.3066566314818676,0.01510404771899599,0.5792317993643648,0.014287670035614309,0.25067980965329706
